119,Els Teus Sentits," Placeta Monjo, Andorra la Vella Ad500, Andorra ",restaurant,42.507,1.52079,3.5,6812,6840
120,Mama Maria," Av. Meritxell 25, Andorra la Vella AD500, Andorra ",restaurant,42.5081,1.52495,3.0,6840,7574
121,Bondia Cafe," Placa del Poble S/N., Andorra la Vella, Andorra ",restaurant,42.5068,1.52228,3.5,7574,7590
122,La Fontana," Placa de lAigueta, 4. AD500 Andorra la Vella. Principality of Andorra, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.0,7590,7593
123,Restaurant Pizzeria Casa Teva," C/Camp Bastida, 4, Andorra la Vella, Andorra ",restaurant,42.5004,1.50806,3.5,7593,7596
124,Burger King," Av. Tarragona, 1, Andorra la Vella AD500, Andorra ",restaurant,42.5061,1.53239,3.5,7596,7601
125,El Gran Cafe," C/Prat De La Creu, 88, Andorra la Vella AD500, Andorra ",restaurant,42.5057,1.51971,3.5,7601,7605
126,CHIC Restaurant Andorra," Carrer Del Parnal 2, Andorra la Vella, Andorra ",restaurant,42.5097,1.54019,5.0,7605,7606
127,Bar Restaurant la Nogreda," Ctra. De la Comella, 35, Andorra la Vella AD500, Andorra ",restaurant,42.5009,1.51907,3.0,7606,7607
128,Cantina de la Adelita," Av. Princep Benlloch, 7, Andorra la Vella AD500, Andorra ",restaurant,42.5074,1.52083,4.0,7607,7611
129,Bar 4 I Tres," Bonaventura Riberaygua, 43, Andorra la Vella AD500, Andorra ",restaurant,42.5056,1.52838,3.0,7611,7613
130,Hotel Residencia Paris Restaurant," Avda.Meritxell, 65, Andorra la Vella, Andorra ",restaurant,42.5089,1.52853,3.0,7613,7614
131,Buda Espai Andorra," Av. Salou, 32, Andorra la Vella AD500, Andorra ",restaurant,42.5006,1.51284,3.0,7614,7656
132,Residencia Marticella," Av. Meritxell, 126, Andorra la Vella AD500, Andorra ",restaurant,42.5084,1.53362,3.0,7656,7658
133,Cafeteria Self-Service CCA," Av. Meritxell, 92 | Planta -1 de CCA - Centre Comercial Andorra, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,3.5,7658,7665
134,Diplomatic Restaurant," Av.Tarragona, S/N, Andorra la Vella, Andorra ",restaurant,42.5052,1.52614,3.0,7665,7669
135,Lizarran," Av Meritxell, Andorra la Vella, Andorra ",restaurant,42.5086,1.52804,3.0,7669,7751
136,La Taverna dExcalibur," Av. Carlemany, 69 | Escaldes-Engordany, Andorra la Vella AD700, Andorra ",restaurant,42.5086,1.53903,3.0,7751,7928
137,Celler del Vi," Carrer Callaueta, 18, Andorra la Vella AD500, Andorra ",restaurant,42.5064,1.52913,3.0,7928,7932
138,The Burger Lounge," Centro Comercial Illa Carlemany, Local 4, PLanta 2A, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,3.0,7932,7979
139,LOrri," Ad500, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,2.5,7979,8007
140,Restaurant Andorra," Av. Merixtell 32, Andorra la Vella, Andorra ",restaurant,42.5079,1.52501,4.0,8007,8008
141,Hotel Cervol Restaurant," Av. Santa Coloma, 46, Andorra la Vella AD500, Andorra ",restaurant,42.5031,1.51323,3.0,8008,8012
142,Tastets," Pl. Princep Benlloch, 4 Local 1, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,2.5,8012,8020
143,LAigueta," Av. Tarragona, 58-70, Andorra la Vella AD500, Andorra ",restaurant,42.5052,1.52539,2.5,8020,8024
144,La Mossegada Restaurant Grill Pizzeria," Av. Meritxell 73, Andorra la Vella AD500, Andorra ",restaurant,42.5089,1.52915,2.5,8024,8105
145,Hotel Restaurant Bellpi," Av. Santa Coloma, 30, Andorra la Vella, Andorra ",restaurant,42.5039,1.51401,2.5,8105,8107
146,Restaurant Cafeteria LOrri," Prat de la Creu, 51, Andorra la Vella AD500, Andorra ",restaurant,42.5067,1.52411,2.5,8107,8112
147,Las Vegas," C. Callaueta, 15, Andorra la Vella AD500, Andorra ",restaurant,42.5067,1.5297,3.0,8112,8113
148,Bar restaurante Armada," Carrer Ciutat de Valls, 63 Baixos, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,3.0,8113,8114
149,Fresc Co," Avda. Doctor Mitjavila, no. 3, Andorra la Vella AD500, Andorra ",restaurant,42.5092,1.52964,2.5,8114,8160
150,Vilarrasa," Placa Guillemo, 4, Andorra la Vella AD500, Andorra ",restaurant,42.5082,1.52153,2.5,8160,8178
151,Restaurante Oxalis," Avda Santa Coloma 42 | (Hotel President), Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,2.0,8178,8179
152,Restaurant Font Vert," C/ Callaueta, 1, Andorra la Vella, Andorra ",restaurant,42.5073,1.5307,2.0,8179,8201
153,Lesquiador," Les Escaldes, Andorra la Vella, Andorra ",restaurant,42.5101,1.53879,2.0,8201,8204
154,Macary," C. Mossen Tremosa 6, Andorra la Vella AD500, Andorra ",restaurant,42.5085,1.52269,2.5,8204,8205
155,Taverna Lapurdi," Carrer De Laigueta, 4, Andorra la Vella AD500, Andorra ",restaurant,42.5075,1.53135,4.0,8205,8207
